genre,avg_negative_ratio,game_count
Gore;Casual;Indie;Simulation;Strategy,16.67,1
Gore;Casual;Indie;Strategy,30.00,1
Gore;Indie,39.56,3
Gore;Indie;Early Access,64.81,1
Gore;Indie;Simulation,9.78,1
Gore;Indie;Simulation;Strategy,12.79,1
Gore;Simulation;Strategy,16.13,1
Indie,24.52,759
Indie;Animation & Modeling,37.50,1
Indie;Audio Production,3.90,1
Indie;Audio Production;Utilities,66.67,1
Indie;Casual,28.54,23
Indie;Casual;Sports,62.50,1
Indie;Early Access,25.14,56
Indie;Massively Multiplayer,14.84,2
Indie;Massively Multiplayer;RPG,34.41,7
Indie;Massively Multiplayer;RPG;Early Access,33.40,5
Indie;Massively Multiplayer;RPG;Simulation,23.87,1
Indie;Massively Multiplayer;RPG;Simulation;Early Access,14.29,1
Indie;Massively Multiplayer;RPG;Simulation;Strategy,40.40,1
Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,0.00,1
Indie;Massively Multiplayer;RPG;Strategy,22.13,4
Indie;Massively Multiplayer;RPG;Strategy;Early Access,50.00,1
Indie;Massively Multiplayer;Racing;Simulation,27.59,1
Indie;Massively Multiplayer;Racing;Simulation;Early Access,43.69,1
Indie;Massively Multiplayer;Racing;Simulation;Sports,52.83,1
Indie;Massively Multiplayer;Simulation,23.95,2
Indie;Massively Multiplayer;Simulation;Early Access,31.95,2
Indie;Massively Multiplayer;Simulation;Sports;Early Access,80.00,1
Indie;Massively Multiplayer;Simulation;Strategy,30.00,1
Indie;Massively Multiplayer;Simulation;Strategy;Early Access,24.04,2
Indie;Massively Multiplayer;Strategy,33.54,5
Indie;Massively Multiplayer;Strategy;Early Access,33.11,3
Indie;RPG,21.66,212
Indie;RPG;Early Access,23.31,18
Indie;RPG;Simulation,33.57,25
Indie;RPG;Simulation;Early Access,16.75,9
Indie;RPG;Simulation;Sports;Strategy,34.33,1
Indie;RPG;Simulation;Sports;Strategy;Early Access,44.64,1
Indie;RPG;Simulation;Strategy,30.07,38
Indie;RPG;Simulation;Strategy;Early Access,37.34,12
Indie;RPG;Sports;Strategy,28.57,1
Indie;RPG;Strategy,23.81,139
Indie;RPG;Strategy;Early Access,33.27,28
Indie;Racing,39.13,40
Indie;Racing;Early Access,22.42,9
Indie;Racing;RPG;Simulation,36.78,1
Indie;Racing;RPG;Sports,8.31,1
Indie;Racing;Simulation,24.44,11
Indie;Racing;Simulation;Early Access,16.90,7
Indie;Racing;Simulation;Sports,40.05,21
Indie;Racing;Simulation;Sports;Early Access,34.99,4
Indie;Racing;Simulation;Strategy,12.82,1
Indie;Racing;Sports,39.04,14
Indie;Racing;Sports;Early Access,26.46,4
Indie;Racing;Sports;Strategy;Early Access,15.38,1
Indie;Racing;Strategy,37.50,1
Indie;Simulation,29.39,218
Indie;Simulation;Animation & Modeling;Video Production;Early Access,36.36,1
Indie;Simulation;Audio Production;Early Access,10.70,2
Indie;Simulation;Early Access,33.59,56
Indie;Simulation;Education;Early Access,23.08,1
Indie;Simulation;Sports,31.41,41
Indie;Simulation;Sports;Early Access,22.99,6
Indie;Simulation;Sports;Strategy,35.60,30
Indie;Simulation;Sports;Strategy;Early Access,41.05,7
Indie;Simulation;Strategy,32.95,231
Indie;Simulation;Strategy;Early Access,26.79,81
Indie;Simulation;Web Publishing,38.60,1
Indie;Sports,31.24,30
Indie;Sports;Early Access,23.78,4
Indie;Sports;Strategy,20.55,6
Indie;Sports;Strategy;Early Access,21.43,1
Indie;Strategy,28.95,364
Indie;Strategy;Early Access,27.97,60
Massively Multiplayer;Early Access,35.42,1
Massively Multiplayer;RPG,21.70,2
Massively Multiplayer;RPG;Early Access,44.76,2
Massively Multiplayer;RPG;Strategy,56.14,1
Massively Multiplayer;RPG;Utilities;Early Access,14.29,1
Massively Multiplayer;Racing,37.28,1
Massively Multiplayer;Racing;Simulation;Sports,36.89,4
Massively Multiplayer;Racing;Strategy,42.37,1
Massively Multiplayer;Simulation;Early Access,5.45,1
Massively Multiplayer;Simulation;Sports;Early Access,29.09,1
Massively Multiplayer;Strategy,33.33,1
Nudity;Action,15.71,1
Nudity;Action;Adventure,37.17,2
Nudity;Action;Adventure;Casual;Indie;Simulation;Early Access,52.54,1
Nudity;Action;Adventure;Free to Play;Massively Multiplayer;RPG,55.93,1
Nudity;Action;Adventure;Indie,24.75,1
Nudity;Action;Casual,10.00,1
Nudity;Action;Casual;Indie,19.92,2
Nudity;Action;Indie,36.71,1
Nudity;Action;Indie;Early Access,65.38,1
Nudity;Adventure,27.67,5
Nudity;Adventure;Casual,33.33,1
Nudity;Adventure;Casual;Free to Play;Indie,42.86,1
Nudity;Adventure;Casual;Indie,41.78,5
Nudity;Adventure;Casual;Indie;Early Access,100.00,1
Nudity;Adventure;Casual;Indie;RPG,33.33,1
Nudity;Adventure;Casual;Indie;RPG;Early Access,66.67,1
Nudity;Adventure;Casual;Indie;RPG;Simulation,39.23,1
Nudity;Adventure;Indie;Early Access,61.54,1
Nudity;Adventure;RPG;Strategy;Early Access,20.00,1
Nudity;Casual,15.00,1
Nudity;Casual;Free to Play,21.90,1
Nudity;Casual;Indie,37.40,4
Nudity;Casual;Indie;Simulation,51.35,1
Nudity;Casual;Indie;Sports,75.00,1
Nudity;Casual;Indie;Strategy,37.09,2
Nudity;Casual;Simulation,35.71,1
Nudity;Free to Play;Indie;Simulation,13.33,1
Nudity;Free to Play;Simulation,25.58,1
Nudity;Gore;Action;Adventure;Indie,21.43,2
Nudity;Gore;Action;Indie,50.00,1
Nudity;Gore;Adventure;Casual;Indie,22.95,2
Nudity;Indie,22.26,2
Nudity;Indie;RPG,11.81,2
Nudity;RPG,19.66,2
Nudity;Simulation,9.09,1
Nudity;Violent;Action;Adventure;Casual;Indie;Simulation,11.76,1
Nudity;Violent;Action;Adventure;Indie,45.59,2
Nudity;Violent;Action;Adventure;Indie;Racing;Simulation;Early Access,51.52,1
Nudity;Violent;Action;Adventure;RPG,19.26,2
Nudity;Violent;Action;Indie;Early Access,36.84,1
Nudity;Violent;Action;Indie;RPG,25.00,1
Nudity;Violent;Action;RPG;Strategy,27.32,1
Nudity;Violent;Adventure,20.00,1
Nudity;Violent;Adventure;Casual,6.53,2
Nudity;Violent;Adventure;Casual;Indie;Simulation,36.36,1
Nudity;Violent;Adventure;Indie,23.60,3
Nudity;Violent;Adventure;Indie;RPG,18.03,3
Nudity;Violent;Casual;Indie;Simulation,40.00,1
Nudity;Violent;Free to Play;Indie;RPG;Simulation;Strategy,11.39,1
Nudity;Violent;Gore;Action,41.05,3
Nudity;Violent;Gore;Action;Adventure,32.60,3
Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,66.67,1
Nudity;Violent;Gore;Action;Adventure;Indie,44.50,5
Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,43.48,1
Nudity;Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Early Access,50.39,1
Nudity;Violent;Gore;Action;Adventure;Indie;RPG,17.72,2
Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation,63.64,1
Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,37.20,2
Nudity;Violent;Gore;Action;Casual,16.07,2
Nudity;Violent;Gore;Action;Casual;Indie,48.57,1
Nudity;Violent;Gore;Action;Indie,46.44,2
Nudity;Violent;Gore;Action;Indie;Early Access,33.33,1
Nudity;Violent;Gore;Action;Indie;Simulation,46.05,2
Nudity;Violent;Gore;Action;RPG,42.59,1
Nudity;Violent;Gore;Adventure;Casual;Simulation,33.33,1
Nudity;Violent;Gore;Adventure;Indie,19.84,1
Nudity;Violent;Gore;Adventure;Indie;RPG;Early Access,60.87,1
Nudity;Violent;Gore;Casual;Indie,33.33,1
Nudity;Violent;Gore;Indie;Early Access,50.00,1
Nudity;Violent;Indie,23.81,1
Nudity;Violent;Indie;Massively Multiplayer;Early Access,62.10,1
Nudity;Violent;RPG,40.18,1
Nudity;Violent;Strategy,64.00,1
Photo Editing;Utilities;Video Production,43.33,1
RPG,23.78,270
RPG;Casual;Adventure,19.72,1
RPG;Early Access,26.75,12
RPG;Indie,12.87,6
RPG;Indie;Casual,36.21,1
RPG;Simulation,41.48,10
RPG;Simulation;Sports,33.33,1
RPG;Simulation;Strategy,29.66,14
RPG;Simulation;Strategy;Early Access,61.99,2
RPG;Sports;Strategy,9.09,1
RPG;Strategy,26.74,87
RPG;Strategy;Early Access,30.82,2
Racing,34.06,86
Racing;Early Access,33.22,6
Racing;RPG;Simulation;Early Access,43.22,1
Racing;Simulation,40.28,14
Racing;Simulation;Early Access,21.65,5
Racing;Simulation;Sports,30.94,58
Racing;Simulation;Sports;Early Access,41.92,4
Racing;Simulation;Sports;Strategy,14.55,2
Racing;Simulation;Strategy;Early Access,43.75,1
Racing;Sports,30.20,19
Racing;Sports;Early Access,50.00,1
Sexual Content;Action,42.67,2
Sexual Content;Action;Adventure;Casual;Indie;RPG;Early Access,0.00,1
Sexual Content;Action;Adventure;Indie;RPG,69.23,1
Sexual Content;Action;Adventure;Indie;Racing;Simulation;Sports,38.46,1
Sexual Content;Action;Casual;Indie,19.62,2
Sexual Content;Action;Casual;Indie;Simulation;Strategy;Early Access,33.33,1
Sexual Content;Action;Indie,83.33,1
Sexual Content;Action;Strategy,66.67,1
Sexual Content;Adventure,100.00,1
Sexual Content;Adventure;Casual,6.98,3
Sexual Content;Adventure;Casual;Indie,16.75,5
Sexual Content;Adventure;Free to Play;Indie,35.21,1
Sexual Content;Adventure;Free to Play;Indie;Simulation,53.33,1
Sexual Content;Adventure;Indie,57.14,1
Sexual Content;Adventure;Indie;RPG,0.00,1
Sexual Content;Adventure;Indie;Simulation,28.57,1
Sexual Content;Adventure;RPG;Strategy,9.90,1
Sexual Content;Adventure;Simulation,37.04,1
Sexual Content;Casual,18.23,2
Sexual Content;Casual;Free to Play;Indie,25.33,1
Sexual Content;Casual;Indie,27.46,8
Sexual Content;Casual;Indie;Simulation,8.90,3
Sexual Content;Casual;Indie;Simulation;Sports,86.67,1
Sexual Content;Free to Play;Indie,20.00,1
Sexual Content;Free to Play;Indie;RPG,16.92,1
Sexual Content;Free to Play;Indie;Simulation,23.70,2
Sexual Content;Gore;Adventure;Indie,88.00,1
Sexual Content;Gore;RPG;Simulation;Strategy,0.00,1
Sexual Content;Indie,23.02,2
Sexual Content;Indie;RPG,27.59,1
Sexual Content;Indie;Simulation,42.86,1
Sexual Content;Nudity,50.00,1
Sexual Content;Nudity;Action,12.22,1
Sexual Content;Nudity;Action;Adventure;Indie,21.43,1
Sexual Content;Nudity;Action;Adventure;Indie;RPG,26.04,2
Sexual Content;Nudity;Action;Adventure;RPG,18.18,1
Sexual Content;Nudity;Action;Casual;Free to Play;Indie;Simulation,14.27,1
Sexual Content;Nudity;Action;Casual;Indie,31.52,3
Sexual Content;Nudity;Action;Casual;Indie;RPG;Simulation;Strategy,60.40,1
Sexual Content;Nudity;Action;Casual;Indie;Simulation,19.20,3
Sexual Content;Nudity;Action;Indie,40.00,1
Sexual Content;Nudity;Action;Indie;RPG,0.00,1
Sexual Content;Nudity;Adventure,19.94,3
Sexual Content;Nudity;Adventure;Casual,11.93,10
Sexual Content;Nudity;Adventure;Casual;Indie,18.23,6
Sexual Content;Nudity;Adventure;Casual;Indie;RPG,25.79,2
Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Simulation,46.67,1
Sexual Content;Nudity;Adventure;Casual;Indie;RPG;Strategy,29.41,1
Sexual Content;Nudity;Adventure;Casual;Indie;Simulation,49.40,4
Sexual Content;Nudity;Adventure;Casual;Simulation,21.63,2
Sexual Content;Nudity;Adventure;Free to Play;Indie;RPG,11.11,1
Sexual Content;Nudity;Adventure;Indie,20.62,5
Sexual Content;Nudity;Adventure;Indie;RPG,7.79,1
Sexual Content;Nudity;Adventure;Indie;Simulation;Strategy,30.85,1
Sexual Content;Nudity;Adventure;RPG,28.75,2
Sexual Content;Nudity;Adventure;Simulation,20.19,3
Sexual Content;Nudity;Casual,29.76,3
Sexual Content;Nudity;Casual;Free to Play;Indie,26.07,3
Sexual Content;Nudity;Casual;Free to Play;Indie;RPG,26.79,1
Sexual Content;Nudity;Casual;Indie,18.25,24
Sexual Content;Nudity;Casual;Indie;RPG,25.24,4
Sexual Content;Nudity;Casual;Indie;Simulation,38.62,8
Sexual Content;Nudity;Casual;Indie;Simulation;Strategy,0.00,1
Sexual Content;Nudity;Casual;Indie;Strategy,19.23,1
Sexual Content;Nudity;Casual;Simulation,40.63,1
Sexual Content;Nudity;Gore;Action;Adventure;Casual;Indie;RPG;Simulation,52.78,1
Sexual Content;Nudity;Gore;Casual;Indie,28.75,1
Sexual Content;Nudity;Indie,25.16,3
Sexual Content;Nudity;Indie;RPG;Simulation,0.00,1
Sexual Content;Nudity;Indie;RPG;Simulation;Strategy,14.82,1
Sexual Content;Nudity;Indie;Simulation,25.63,1
Sexual Content;Nudity;Indie;Strategy,14.81,1
Sexual Content;Nudity;RPG,19.51,1
Sexual Content;Nudity;Violent;Action;Adventure;Indie,50.50,2
Sexual Content;Nudity;Violent;Action;Casual,2.90,1
Sexual Content;Nudity;Violent;Action;Casual;Indie,12.82,1
Sexual Content;Nudity;Violent;Action;Indie,45.00,2
Sexual Content;Nudity;Violent;Adventure;Casual,30.30,1
Sexual Content;Nudity;Violent;Adventure;Casual;Indie,41.67,1
Sexual Content;Nudity;Violent;Adventure;Casual;Indie;Simulation,32.52,2
Sexual Content;Nudity;Violent;Adventure;Indie;RPG,40.24,1
Sexual Content;Nudity;Violent;Casual;Indie,30.00,1
Sexual Content;Nudity;Violent;Casual;Indie;RPG,33.33,1
Sexual Content;Nudity;Violent;Gore;Action,21.70,1
Sexual Content;Nudity;Violent;Gore;Action;Adventure,50.53,1
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;RPG,17.24,1
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy,35.36,1
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie,8.65,2
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;Early Access,73.21,2
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG,15.00,2
Sexual Content;Nudity;Violent;Gore;Action;Adventure;Indie;RPG;Early Access,16.20,1
Sexual Content;Nudity;Violent;Gore;Action;Casual,28.57,1
Sexual Content;Nudity;Violent;Gore;Action;Indie,37.51,2
Sexual Content;Nudity;Violent;Gore;Adventure;Casual,3.08,1
Sexual Content;Nudity;Violent;Gore;Adventure;Free to Play;Indie;RPG,20.42,1
Sexual Content;Nudity;Violent;Gore;Adventure;Indie,4.76,1
Sexual Content;Nudity;Violent;Gore;Adventure;Indie;RPG,57.14,1
Sexual Content;Nudity;Violent;Gore;Adventure;Indie;Simulation;Strategy,0.00,1
Sexual Content;Nudity;Violent;Gore;Free to Play;RPG,40.38,1
Sexual Content;Nudity;Violent;Gore;Indie;Simulation,16.72,1
Sexual Content;Nudity;Violent;Gore;RPG,19.06,2
Sexual Content;Nudity;Violent;Gore;RPG;Early Access,42.86,1
Sexual Content;Nudity;Violent;Indie;Simulation,37.50,1
Sexual Content;Nudity;Violent;Indie;Simulation;Strategy,18.69,1
Sexual Content;Nudity;Violent;RPG;Strategy,19.86,1
Sexual Content;RPG,63.55,2
Sexual Content;Simulation,14.74,1
Sexual Content;Strategy,24.52,1
Sexual Content;Violent;Action,37.79,3
Sexual Content;Violent;Action;Adventure;Indie,50.00,1
Sexual Content;Violent;Action;Casual;Indie,10.59,1
Sexual Content;Violent;Action;Indie;Early Access,50.00,1
Sexual Content;Violent;Action;Indie;Massively Multiplayer;Racing;RPG;Simulation,40.74,1
Sexual Content;Violent;Action;Indie;Simulation,0.00,1
Sexual Content;Violent;Adventure;Casual,66.67,1
Sexual Content;Violent;Adventure;Casual;Indie;RPG;Simulation,12.00,1
Sexual Content;Violent;Adventure;Free to Play;Indie,26.09,1
Sexual Content;Violent;Adventure;Indie,12.97,1
Sexual Content;Violent;Adventure;Indie;Simulation,27.05,2
Sexual Content;Violent;Adventure;Indie;Strategy,17.10,1
Sexual Content;Violent;Casual;Free to Play;Indie,18.43,1
Sexual Content;Violent;Casual;Indie,0.00,1
Sexual Content;Violent;Free to Play,10.42,1
Sexual Content;Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,25.00,1
Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie,34.00,1
Sexual Content;Violent;Gore;Action;Casual;Free to Play;Indie;Strategy,13.31,1
Sexual Content;Violent;Gore;Adventure;Casual;Indie,100.00,1
Sexual Content;Violent;Gore;Adventure;Free to Play;Indie,11.65,1
Sexual Content;Violent;Gore;Adventure;Indie,23.58,4
Sexual Content;Violent;Gore;Adventure;Indie;Early Access,25.45,1
Sexual Content;Violent;Gore;Adventure;Indie;RPG;Early Access,0.00,1
Sexual Content;Violent;Gore;Adventure;Indie;Simulation,14.29,1
Sexual Content;Violent;Gore;Casual,28.79,1
Sexual Content;Violent;Gore;Indie,62.50,1
Sexual Content;Violent;Gore;Simulation,33.33,1
Sexual Content;Violent;Indie,12.77,2
Sexual Content;Violent;RPG,100.00,1
Simulation,39.45,328
Simulation;Early Access,27.18,34
Simulation;Education,14.29,1
Simulation;Education;Software Training,8.33,1
Simulation;Sports,39.31,57
Simulation;Sports;Early Access,32.41,7
Simulation;Sports;Strategy,48.48,13
Simulation;Sports;Strategy;Early Access,40.00,1
Simulation;Strategy,31.55,175
Simulation;Strategy;Early Access,36.15,13
Simulation;Utilities,8.00,1
Software Training;Utilities,3.50,1
Sports,41.79,63
Sports;Casual,15.28,1
Sports;Early Access,29.73,11
Sports;Strategy,42.00,7
Sports;Strategy;Early Access,53.85,1
Strategy,29.55,485
Strategy;Action;Indie,33.33,1
Strategy;Casual,31.00,8
Strategy;Early Access,34.51,21
Strategy;Indie,36.32,3
Strategy;Indie;Casual,30.58,2
Strategy;Indie;Casual;Simulation,50.91,1
Strategy;RPG,44.67,1
Strategy;RPG;Indie,9.45,7
Strategy;Simulation,14.20,3
Utilities,30.79,44
Utilities;Early Access,45.50,6
Utilities;Game Development;Early Access,5.00,1
Utilities;Video Production,45.37,5
Utilities;Video Production;Early Access,37.31,2
Utilities;Video Production;Web Publishing;Early Access,6.61,1
Utilities;Web Publishing,18.97,1
Video Production,32.71,5
Violent,16.67,2
Violent;Action,35.91,19
Violent;Action;Adventure,45.88,13
Violent;Action;Adventure;Casual;Free to Play;Indie;Early Access,38.46,1
Violent;Action;Adventure;Casual;Indie,34.52,1
Violent;Action;Adventure;Casual;Indie;Early Access,0.00,1
Violent;Action;Adventure;Casual;Indie;RPG,52.38,1
Violent;Action;Adventure;Casual;Indie;RPG;Early Access,21.05,1
Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Early Access,66.39,1
Violent;Action;Adventure;Casual;Indie;RPG;Simulation;Strategy,44.44,1
Violent;Action;Adventure;Casual;Indie;RPG;Strategy,55.56,1
Violent;Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Strategy,33.33,1
Violent;Action;Adventure;Casual;Indie;Simulation,2.56,1
Violent;Action;Adventure;Casual;RPG;Early Access,100.00,1
Violent;Action;Adventure;Casual;Simulation;Strategy,40.00,1
Violent;Action;Adventure;Early Access,87.50,2
Violent;Action;Adventure;Free to Play;Massively Multiplayer,50.64,1
Violent;Action;Adventure;Free to Play;RPG;Simulation,17.28,1
Violent;Action;Adventure;Indie,37.69,24
Violent;Action;Adventure;Indie;Early Access,4.85,1
Violent;Action;Adventure;Indie;Massively Multiplayer;RPG,32.73,1
Violent;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy,80.00,1
Violent;Action;Adventure;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,75.00,1
Violent;Action;Adventure;Indie;RPG,32.31,3
Violent;Action;Adventure;Indie;RPG;Early Access,60.00,1
Violent;Action;Adventure;Indie;RPG;Simulation,28.57,1
Violent;Action;Adventure;Indie;RPG;Simulation;Sports,72.50,1
Violent;Action;Adventure;Indie;Simulation,18.67,2
Violent;Action;Adventure;Indie;Simulation;Early Access,69.23,1
Violent;Action;Adventure;Indie;Simulation;Strategy,61.25,2
Violent;Action;Adventure;Indie;Simulation;Strategy;Early Access,66.67,1
Violent;Action;Adventure;Indie;Strategy,60.83,2
Violent;Action;Adventure;Indie;Strategy;Early Access,50.00,1
Violent;Action;Adventure;RPG,39.97,3
Violent;Action;Adventure;RPG;Early Access,41.67,1
Violent;Action;Adventure;RPG;Strategy;Early Access,52.38,1
Violent;Action;Adventure;Simulation,60.00,1
Violent;Action;Adventure;Strategy,34.55,2
Violent;Action;Adventure;Strategy;Early Access,33.33,1
Violent;Action;Casual,64.42,8
Violent;Action;Casual;Early Access,50.00,1
Violent;Action;Casual;Free to Play;Indie,27.03,1
Violent;Action;Casual;Free to Play;Indie;Strategy,38.48,1
Violent;Action;Casual;Indie,48.24,11
Violent;Action;Casual;Indie;Early Access,38.59,6
Violent;Action;Casual;Indie;Massively Multiplayer;Racing,44.58,1
Violent;Action;Casual;Indie;Simulation,75.38,8
Violent;Action;Casual;Indie;Simulation;Early Access,44.44,1
Violent;Action;Casual;Indie;Simulation;Strategy,25.93,1
Violent;Action;Casual;Indie;Sports,38.89,2
Violent;Action;Casual;Indie;Strategy,29.17,2
Violent;Action;Casual;Indie;Strategy;Early Access,41.57,2
Violent;Action;Casual;Racing,100.00,1
Violent;Action;Casual;Simulation,69.44,2
Violent;Action;Early Access,32.66,3
Violent;Action;Free to Play;Indie,72.41,1
Violent;Action;Free to Play;Indie;Massively Multiplayer,58.82,1
Violent;Action;Free to Play;Massively Multiplayer;Strategy,39.12,1
Violent;Action;Indie,30.91,39
Violent;Action;Indie;Early Access,35.97,13
Violent;Action;Indie;Massively Multiplayer,25.00,1
Violent;Action;Indie;Massively Multiplayer;RPG;Strategy;Early Access,62.92,1
Violent;Action;Indie;RPG,100.00,1
Violent;Action;Indie;RPG;Simulation;Strategy,48.31,1
Violent;Action;Indie;RPG;Strategy,66.67,2
Violent;Action;Indie;Racing,40.00,1
Violent;Action;Indie;Simulation,48.99,7
Violent;Action;Indie;Simulation;Early Access,0.00,1
Violent;Action;Indie;Simulation;Strategy;Early Access,33.33,1
Violent;Action;Indie;Sports;Early Access,6.67,2
Violent;Action;Indie;Strategy,31.14,2
Violent;Action;Indie;Strategy;Early Access,50.00,1
Violent;Action;Massively Multiplayer,28.51,1
Violent;Action;Massively Multiplayer;Simulation;Sports,43.10,1
Violent;Action;RPG,56.38,2
Violent;Action;Racing,41.75,2
Violent;Action;Simulation,54.75,3
Violent;Action;Simulation;Early Access,27.45,1
Violent;Action;Simulation;Sports,92.31,1
Violent;Action;Simulation;Strategy,20.00,1
Violent;Action;Sports,47.37,1
Violent;Action;Strategy,25.12,7
Violent;Action;Strategy;Early Access,33.33,1
Violent;Adventure,25.57,9
Violent;Adventure;Casual,13.07,5
Violent;Adventure;Casual;Free to Play;Indie,43.45,1
Violent;Adventure;Casual;Free to Play;Indie;Simulation,27.17,1
Violent;Adventure;Casual;Indie,26.95,5
Violent;Adventure;Casual;Indie;RPG;Simulation,3.13,2
Violent;Adventure;Casual;Indie;RPG;Simulation;Strategy,30.77,1
Violent;Adventure;Casual;Indie;Simulation,10.53,1
Violent;Adventure;Casual;Indie;Strategy;Early Access,55.00,1
Violent;Adventure;Casual;Simulation,26.14,2
Violent;Adventure;Free to Play;Indie,46.81,1
Violent;Adventure;Free to Play;Indie;RPG;Early Access,30.00,1
Violent;Adventure;Free to Play;Massively Multiplayer;RPG;Strategy,44.51,1
Violent;Adventure;Indie,27.51,15
Violent;Adventure;Indie;Early Access,33.33,1
Violent;Adventure;Indie;RPG,14.29,1
Violent;Adventure;Indie;RPG;Simulation,2.77,1
Violent;Adventure;Indie;RPG;Strategy,44.70,2
Violent;Adventure;Indie;Simulation,25.67,1
Violent;Adventure;Indie;Simulation;Strategy;Early Access,69.23,1
Violent;Adventure;Indie;Strategy,26.92,1
Violent;Adventure;RPG,25.93,1
Violent;Casual;Indie,22.22,1
Violent;Casual;Indie;Strategy,16.67,2
Violent;Casual;RPG;Simulation;Strategy,33.33,1
Violent;Free to Play;Indie;Strategy,16.04,1
Violent;Free to Play;Indie;Strategy;Early Access,19.40,1
Violent;Gore,46.67,2
Violent;Gore;Action,42.09,21
Violent;Gore;Action;Adventure,48.75,11
Violent;Gore;Action;Adventure;Casual,57.14,2
Violent;Gore;Action;Adventure;Casual;Early Access,14.29,1
Violent;Gore;Action;Adventure;Casual;Indie,53.05,11
Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Early Access,41.67,1
Violent;Gore;Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Strategy;Early Access,61.48,1
Violent;Gore;Action;Adventure;Casual;Indie;RPG,63.21,1
Violent;Gore;Action;Adventure;Casual;Indie;RPG;Early Access,26.79,1
Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,66.67,1
Violent;Gore;Action;Adventure;Casual;Indie;Racing,35.90,1
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Simulation;Sports,34.78,1
Violent;Gore;Action;Adventure;Casual;Indie;Racing;Sports,64.44,1
Violent;Gore;Action;Adventure;Casual;Indie;Simulation,100.00,1
Violent;Gore;Action;Adventure;Casual;Indie;Simulation;Strategy;Video Production,4.58,1
Violent;Gore;Action;Adventure;Casual;Indie;Strategy,66.67,2
Violent;Gore;Action;Adventure;Casual;RPG,33.90,1
Violent;Gore;Action;Adventure;Casual;Sports,100.00,1
Violent;Gore;Action;Adventure;Early Access,45.16,1
Violent;Gore;Action;Adventure;Free to Play,35.71,1
Violent;Gore;Action;Adventure;Free to Play;Indie,12.62,1
Violent;Gore;Action;Adventure;Free to Play;Indie;RPG;Early Access,46.15,1
Violent;Gore;Action;Adventure;Indie,40.02,45
Violent;Gore;Action;Adventure;Indie;Early Access,41.23,9
Violent;Gore;Action;Adventure;Indie;Massively Multiplayer,49.40,2
Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,53.48,1
Violent;Gore;Action;Adventure;Indie;RPG,33.98,13
Violent;Gore;Action;Adventure;Indie;RPG;Early Access,48.91,3
Violent;Gore;Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,30.77,2
Violent;Gore;Action;Adventure;Indie;RPG;Strategy,31.67,2
Violent;Gore;Action;Adventure;Indie;Racing,75.00,1
Violent;Gore;Action;Adventure;Indie;Racing;RPG;Simulation;Strategy,100.00,1
Violent;Gore;Action;Adventure;Indie;Simulation,37.40,7
Violent;Gore;Action;Adventure;Indie;Simulation;Early Access,33.67,3
Violent;Gore;Action;Adventure;Indie;Simulation;Strategy,32.41,1
Violent;Gore;Action;Adventure;Indie;Strategy,27.88,2
Violent;Gore;Action;Adventure;Indie;Strategy;Early Access,72.22,1
Violent;Gore;Action;Adventure;RPG,23.79,2
Violent;Gore;Action;Adventure;RPG;Simulation,40.00,1
Violent;Gore;Action;Adventure;RPG;Simulation;Strategy;Early Access,50.00,1
Violent;Gore;Action;Adventure;Simulation,6.12,1
Violent;Gore;Action;Adventure;Strategy,43.33,2
Violent;Gore;Action;Adventure;Strategy;Early Access,16.67,1
Violent;Gore;Action;Casual;Early Access,18.18,1
Violent;Gore;Action;Casual;Free to Play;Indie;Strategy;Early Access,50.81,1
Violent;Gore;Action;Casual;Indie,27.13,7
Violent;Gore;Action;Casual;Indie;Early Access,40.80,6
Violent;Gore;Action;Casual;Indie;Racing,19.51,1
Violent;Gore;Action;Casual;Indie;Strategy;Early Access,26.67,1
Violent;Gore;Action;Casual;Sports,14.38,1
